CASENBR,ITERLVL,CDFCLEVN,CDFCLRCV,CDOFCRCV,CDSTATUS,STATRSN1,STATRSN2,STATRSN3,STATRSN4,STATRSN5,CDSUB1PR,CDSUB1SC,sdtdue,sdtstat,sitdtrcv,accept,reject,deny,grant,other,submit,filed,diffreg_filed,diffinst,closed,comptime,timely,diffreg_answer,overdue,untimely,resubmit,noinfres,attachmt,wronglvl,otherrej,cdsub1cb,subcount,rejcount,cldclocount,clgacccount,earliest_sitdtrcv,latest_sdtstat,days_between
1196359,R,CNK,CNK,NER,REJ,FRM,RSR,,,,20,E,,2024-04-15,2024-04-12,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20E,1,1,0,0,2024-04-12,2024-04-15,3
1196363,R,CNK,CNK,NER,REJ,LEG,RSR,,,,20,E,,2024-04-15,2024-04-12,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20E,1,1,0,0,2024-04-12,2024-04-15,3
1196759,A,BRO,BRO,BOP,REJ,WRL,OTH,,,,20,E,,2024-04-17,2024-04-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,20E,1,1,0,0,2024-04-12,2024-04-17,5
1196107,F,BRO,BRO,BRO,REJ,MSI,IAT,,,,21,A,,2024-04-12,2024-04-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2024-04-12,2024-04-12,0
1196127,F,BRO,BRO,BRO,REJ,IAT,MSI,,,,21,A,,2024-04-12,2024-04-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2024-04-12,2024-04-12,0
1191078,R,BRO,BRO,NER,REJ,INS,OTH,,,,26,A,,2024-04-16,2024-04-11,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26A,2,2,0,0,2024-02-23,2024-04-16,53
1193265,R,OTV,OTV,NER,REJ,RJA,OTH,RSR,,,20,D,,2024-04-15,2024-04-11,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,2,2,0,0,2024-03-15,2024-04-15,31
1155482,A,OTV,OTV,BOP,REJ,RJA,RAP,OTH,,,26,A,,2024-04-22,2024-04-10,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26A,7,5,2,0,2023-03-24,2024-04-22,395
1189475,A,BRO,BER,BOP,CLO,MOT,,,,,20,D,2024-06-09,2024-04-24,2024-04-10,0,0,0,0,1,1,1,,1.0,1,14.0,1.0,,,,,,,,,20D,2,0,2,0,2024-01-05,2024-04-24,110
1186208,A,RBK,RBK,BOP,CLG,PAR,,,,,20,D,2024-06-09,2024-05-16,2024-04-10,0,0,0,1,0,1,1,,0.0,1,36.0,1.0,,,,,,,,,20D,2,0,1,1,2023-11-30,2024-05-16,168
1193270,R,CNK,DAN,NER,ACC,,,,,,20,E,2024-06-07,2024-04-09,2024-04-08,1,0,0,0,0,1,1,0.0,1.0,0,,,,0.0,,,,,,,20E,2,1,0,1,2024-03-15,2024-04-09,25
1195622,F,BRO,BRO,BRO,REJ,INF,,,,,25,Z,,2024-04-08,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,25Z,1,1,0,0,2024-04-08,2024-04-08,0
1195720,R,OTV,SCH,NER,REJ,ONE,CPG,UTR,MEM,RSR,20,D,,2024-04-09,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-04-08,2024-04-09,1
1195742,R,BRO,BRO,NER,REJ,MLT,RSR,,,,20,D,,2024-04-09,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-04-08,2024-04-09,1
1199095,R,BRO,BRO,NER,REJ,DHR,RSR,OTH,,,20,D,,2024-05-09,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2024-04-08,2024-05-09,31
1195711,R,BRO,BRO,NER,REJ,CPG,RSR,,,,20,D,,2024-04-09,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-04-08,2024-04-09,1
1192963,R,BRO,BRO,NER,REJ,INS,,,,,33,H,,2024-04-09,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,33H,2,2,0,0,2024-03-13,2024-04-09,27
1195714,R,OTV,OTV,NER,REJ,INS,,,,,21,A,,2024-04-09,2024-04-08,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2024-04-08,2024-04-09,1
1195382,F,BRO,BRO,BRO,REJ,INF,,,,,26,A,,2024-04-05,2024-04-05,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,26A,1,1,0,0,2024-04-05,2024-04-05,0
1195557,R,BRO,BRO,NER,REJ,SEN,INS,,,,34,A,,2024-04-08,2024-04-05,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2024-04-05,2024-04-08,3
1193910,R,RBK,RBK,NER,ACC,,,,,,30,A,2024-06-04,2024-04-08,2024-04-05,1,0,0,0,0,1,1,0.0,0.0,0,,,,0.0,,,,,,,30A,2,0,1,1,2024-03-22,2024-04-08,17
1195380,F,BRO,BRO,BRO,REJ,MSI,SIG,OTH,,,21,A,,2024-04-05,2024-04-05,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,21A,1,1,0,0,2024-04-05,2024-04-05,0
1192470,R,OTV,OTV,NER,ACC,,,,,,30,Z,2024-06-04,2024-04-08,2024-04-05,1,0,0,0,0,1,1,0.0,0.0,0,,,,0.0,,,,,,,30Z,2,0,1,1,2024-03-08,2024-04-08,31
1195541,R,OTV,OTV,NER,REJ,LEG,OTH,RSR,,,20,D,,2024-04-08,2024-04-05,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2024-04-05,2024-04-08,3
1195574,R,RBK,RBK,NER,REJ,UTR,MEM,OTH,RSR,,20,D,,2024-04-08,2024-04-05,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2024-04-05,2024-04-08,3
1195397,F,BRO,BRO,BRO,ACC,,,,,,25,E,2024-04-25,2024-04-05,2024-04-05,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,25E,1,0,0,1,2024-04-05,2024-04-05,0
1195322,R,CNK,CNK,NER,ACC,,,,,,20,E,2024-06-03,2024-04-05,2024-04-04,1,0,0,0,0,1,1,0.0,0.0,0,,,,0.0,,,,,,,20E,1,0,0,1,2024-04-04,2024-04-05,1
1183926,A,RBK,RBK,BOP,CLD,DNY,,,,,20,D,2024-06-03,2024-05-09,2024-04-04,0,0,1,0,0,1,1,,0.0,1,35.0,1.0,,,,,,,,,20D,3,1,2,0,2023-12-11,2024-05-09,150
1180294,A,BRO,BRO,BOP,CLD,DNY,,,,,20,D,2024-06-03,2024-04-18,2024-04-04,0,0,1,0,0,1,1,,0.0,1,14.0,1.0,,,,,,,,,20D,3,1,2,0,2023-08-22,2024-04-18,240
1185767,R,OTV,OTV,NER,REJ,ONE,CPG,OTH,RSR,,13,L,,2024-04-05,2024-04-04,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,13L,3,3,0,0,2023-11-21,2024-04-05,136
1195206,R,CNK,CNK,NER,REJ,OTH,RSR,,,,20,E,,2024-04-04,2024-04-03,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,20E,1,1,0,0,2024-04-03,2024-04-04,1
1195141,F,BRO,BRO,BRO,ACC,,,,,,21,A,2024-04-23,2024-04-03,2024-04-03,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,21A,1,0,0,1,2024-04-03,2024-04-03,0
1195378,F,BRO,BRO,BRO,CLO,OTH,,,,,34,A,2024-04-21,2024-04-18,2024-04-01,0,0,0,0,1,1,1,,0.0,1,17.0,1.0,,,,,,,,,34A,1,0,1,0,2024-04-01,2024-04-18,17
1194822,A,BRO,BRO,BOP,REJ,WRL,RAP,,,,20,D,,2024-04-01,2024-04-01,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,20D,1,1,0,0,2024-04-01,2024-04-01,0
1195080,F,BRO,BRO,BRO,REJ,MLT,,,,,21,A,,2024-04-03,2024-03-31,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2024-03-31,2024-04-03,3
1195070,F,BRO,BRO,BRO,REJ,RVW,,,,,34,Z,,2024-04-03,2024-03-31,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34Z,1,1,0,0,2024-03-31,2024-04-03,3
1194684,R,CNK,CNK,NER,REJ,FRM,RSR,,,,20,E,,2024-04-01,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20E,1,1,0,0,2024-03-29,2024-04-01,3
1185952,R,OTV,OTV,NER,ACC,,,,,,30,Z,2024-05-28,2024-04-01,2024-03-29,1,0,0,0,0,1,1,0.0,0.0,0,,,,0.0,,,,,,,30Z,3,1,1,1,2024-01-03,2024-04-01,89
1194837,R,OTV,OTV,NER,REJ,ONE,RSR,,,,20,D,,2024-04-02,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-03-29,2024-04-02,4
1194840,R,CNK,OTV,NER,REJ,LEG,RSR,,,,20,E,,2024-04-02,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20E,1,1,0,0,2024-03-29,2024-04-02,4
1189114,R,BRO,OKL,SER,REJ,OTH,,,,,25,Z,,2024-04-17,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,25Z,1,1,0,0,2024-03-29,2024-04-17,19
1194688,R,BRO,BRO,NER,REJ,INS,,,,,25,Z,,2024-04-01,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25Z,1,1,0,0,2024-03-29,2024-04-01,3
1170450,A,BRO,BRO,BOP,REJ,OTH,,,,,26,A,,2024-04-16,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26A,5,2,3,0,2023-08-01,2024-04-16,259
1194687,R,BRO,BRO,NER,REJ,INS,,,,,26,A,,2024-04-01,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26A,1,1,0,0,2024-03-29,2024-04-01,3
1194872,R,RBK,RBK,NER,REJ,UTR,MEM,OTH,RSR,,20,D,,2024-04-02,2024-03-29,0,1,0,0,0,1,0,,,0,,,,,1.0,1.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2024-03-29,2024-04-02,4
1185944,R,OTV,OTV,NER,ACC,,,,,,27,B,2024-05-28,2024-04-02,2024-03-29,1,0,0,0,0,1,1,0.0,0.0,0,,,,0.0,,,,,,,27B,2,0,1,1,2024-01-03,2024-04-02,90
1194604,F,RBK,RBK,RBK,ACC,,,,,,25,Z,2024-04-18,2024-03-29,2024-03-29,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,25Z,1,0,0,1,2024-03-29,2024-03-29,0
1180439,A,RBK,RBK,BOP,CLD,DNY,,,,,13,Z,2024-05-28,2024-04-08,2024-03-29,0,0,1,0,0,1,1,,0.0,1,10.0,1.0,,,,,,,,,13Z,3,0,3,0,2023-11-03,2024-04-08,157
1194602,F,RBK,RBK,RBK,ACC,,,,,,30,Z,2024-04-18,2024-03-29,2024-03-29,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,30Z,1,0,0,1,2024-03-29,2024-03-29,0
1194714,F,OTV,OTV,OTV,ACC,,,,,,30,Z,2024-05-07,2024-04-01,2024-03-28,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,30Z,1,0,0,1,2024-03-28,2024-04-01,4
1194709,F,OTV,OTV,OTV,CLD,DNY,,,,,21,A,2024-04-17,2024-04-02,2024-03-28,0,0,1,0,0,1,1,,0.0,1,5.0,1.0,,,,,,,,,21A,1,0,1,0,2024-03-28,2024-04-02,5
1190064,R,OTV,OTV,NER,ACC,,,,,,20,D,2024-05-26,2024-03-28,2024-03-27,1,0,0,0,0,1,1,0.0,0.0,0,,,,0.0,,,,,,,20D,2,1,0,1,2024-01-29,2024-03-28,59
1190740,R,RBK,RBK,NER,ACC,,,,,,20,D,2024-05-24,2024-03-26,2024-03-25,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,20D,2,1,0,1,2024-02-20,2024-03-26,35
1190732,R,RBK,RBK,NER,ACC,,,,,,20,D,2024-05-24,2024-03-28,2024-03-25,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,20D,2,1,0,1,2024-02-20,2024-03-28,37
1194482,R,RBK,RBK,NER,ACC,,,,,,20,D,2024-05-24,2024-03-28,2024-03-25,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,20D,1,0,0,1,2024-03-25,2024-03-28,3
1190038,R,BRO,BRO,NER,ACC,,,,,,20,D,2024-05-21,2024-03-25,2024-03-22,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,20D,2,1,0,1,2024-01-25,2024-03-25,60
1193907,F,RBK,RBK,RBK,CLO,XPL,,,,,26,Z,2024-04-11,2024-03-25,2024-03-22,0,0,0,0,1,1,1,,0.0,1,3.0,1.0,,,,,,,,,26Z,1,0,1,0,2024-03-22,2024-03-25,3
1193940,F,RBK,RBK,RBK,CLD,DNY,,,,,31,A,2024-04-11,2024-03-25,2024-03-22,0,0,1,0,0,1,1,,0.0,1,3.0,1.0,,,,,,,,,31A,1,0,1,0,2024-03-22,2024-03-25,3
1194032,R,CNK,CNK,NER,REJ,FRM,RSR,,,,20,E,,2024-03-25,2024-03-22,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20E,1,1,0,0,2024-03-22,2024-03-25,3
1176301,A,OTV,OTV,BOP,CLD,DNY,,,,,30,Z,2024-05-21,2024-03-25,2024-03-22,0,0,1,0,0,1,1,,0.0,1,3.0,1.0,,,,,,,,,30Z,3,0,3,0,2023-09-20,2024-03-25,187
1193780,R,BRO,BRO,NER,REJ,OTH,,,,,20,D,,2024-03-25,2024-03-22,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20D,2,1,1,0,2024-03-20,2024-05-17,58
1196419,R,RBK,RBK,WXR,REJ,MLT,OTH,,,,20,D,,2024-04-15,2024-03-21,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20D,1,1,0,0,2024-03-21,2024-04-15,25
1190742,R,BRO,BRO,NER,ACC,,,,,,20,D,2024-05-20,2024-03-25,2024-03-21,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,20D,2,1,0,1,2024-02-08,2024-03-25,46
1193796,F,OTV,OTV,OTV,REJ,INF,,,,,30,Z,,2024-03-21,2024-03-21,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,30Z,1,1,0,0,2024-03-21,2024-03-21,0
1138323,A,BRO,BRO,BOP,REJ,WRL,DIR,OTH,,,26,Z,,2024-04-03,2024-03-20,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,26Z,3,3,0,0,2022-10-20,2024-04-03,531
1193790,F,OTV,OTV,OTV,CLO,XPL,,,,,34,D,2024-04-09,2024-04-10,2024-03-20,0,0,0,0,1,1,1,,0.0,1,21.0,0.0,,,,,,,,,34D,1,0,1,0,2024-03-20,2024-04-10,21
1193775,R,BRO,BRO,NER,CLD,DNY,,,,,20,D,2024-05-19,2024-05-17,2024-03-20,0,0,1,0,0,1,1,0.0,0.0,1,58.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-03-20,2024-05-17,58
1193752,R,BRO,BRO,NER,REJ,SEN,INS,,,,34,A,,2024-03-21,2024-03-19,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2024-03-19,2024-03-21,2
1193753,R,CNK,THP,NER,ACC,,,,,,20,E,2024-05-18,2024-03-21,2024-03-19,1,0,0,0,0,1,1,1.0,1.0,0,,,,1.0,,,,,,,20E,1,0,0,1,2024-03-19,2024-03-21,2
1193754,R,RBK,ATL,NER,CLD,DNY,,,,,20,D,2024-05-18,2024-05-17,2024-03-19,0,0,1,0,0,1,1,1.0,1.0,1,59.0,1.0,1.0,,,,,,,,20D,1,0,1,0,2024-03-19,2024-05-17,59
1192377,R,BRO,BRO,NER,REJ,INS,OTH,,,,21,A,,2024-03-20,2024-03-18,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,21A,2,2,0,0,2024-03-07,2024-03-20,13
1193676,R,BRO,BRO,NER,REJ,FRM,RSR,,,,20,D,,2024-03-20,2024-03-18,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-03-18,2024-03-20,2
1193276,R,BRO,BRO,NER,REJ,INS,,,,,19,F,,2024-03-18,2024-03-15,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19F,1,1,0,0,2024-03-15,2024-03-18,3
1190082,A,CNK,BRO,BOP,REJ,OTH,,,,,20,D,,2024-03-27,2024-03-14,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20D,2,1,1,0,2024-01-29,2024-03-29,60
1190414,A,BRO,BRO,BOP,REJ,OTH,,,,,20,D,,2024-03-27,2024-03-14,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,20D,2,1,1,0,2024-02-05,2024-04-05,60
1193151,R,BRO,BRO,NER,CLG,PAR,,,,,20,D,2024-05-13,2024-05-06,2024-03-14,0,0,0,1,0,1,1,0.0,0.0,1,53.0,1.0,0.0,,,,,,,,20D,1,0,0,1,2024-03-14,2024-05-06,53
1192967,R,OTV,OTV,NER,REJ,FRM,RSR,,,,20,D,,2024-03-14,2024-03-13,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-03-13,2024-03-14,1
1193841,A,BRO,CAA,BOP,REJ,INS,SEN,RVW,,,34,A,,2024-03-21,2024-03-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2024-03-12,2024-03-21,9
1192672,F,BRO,BRO,BRO,REJ,MLT,ONE,,,,34,A,,2024-03-12,2024-03-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34A,1,1,0,0,2024-03-12,2024-03-12,0
1192680,F,BRO,BRO,BRO,REJ,OBS,MSI,SIG,,,34,Z,,2024-03-12,2024-03-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34Z,1,1,0,0,2024-03-12,2024-03-12,0
1192784,R,BRO,BRO,NER,CLD,DNY,,,,,20,D,2024-05-11,2024-05-10,2024-03-12,0,0,1,0,0,1,1,0.0,0.0,1,59.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-03-12,2024-05-10,59
1192679,F,BRO,BRO,BRO,REJ,OTH,,,,,34,Z,,2024-03-12,2024-03-12,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,34Z,1,1,0,0,2024-03-12,2024-03-12,0
1185958,R,OTV,OTV,NER,CLD,DNY,,,,,26,A,2024-05-10,2024-05-10,2024-03-11,0,0,1,0,0,1,1,0.0,0.0,1,60.0,1.0,0.0,,,,,,,,26A,2,0,2,0,2024-01-03,2024-05-10,128
1192671,R,OTV,OTV,NER,CLD,DNY,,,,,20,D,2024-05-10,2024-05-10,2024-03-11,0,0,1,0,0,1,1,0.0,0.0,1,60.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-03-11,2024-05-10,60
1179753,R,BRO,CAA,NER,CLD,DNY,,,,,20,D,2024-05-10,2024-05-10,2024-03-11,0,0,1,0,0,1,1,0.0,1.0,1,60.0,1.0,0.0,,,,,,,,20D,2,1,1,0,2023-08-11,2024-05-10,273
1192709,F,RBK,RBK,RBK,CLD,DNY,,,,,16,A,2024-03-28,2024-03-22,2024-03-08,0,0,1,0,0,1,1,,0.0,1,14.0,1.0,,,,,,,,,16A,1,0,1,0,2024-03-08,2024-03-22,14
1192636,F,RBK,RBK,RBK,CLD,DNY,,,,,13,Z,2024-03-28,2024-03-22,2024-03-08,0,0,1,0,0,1,1,,0.0,1,14.0,1.0,,,,,,,,,13Z,1,0,1,0,2024-03-08,2024-03-22,14
1192476,F,OTV,OTV,OTV,CLD,DNY,,,,,25,Z,2024-03-28,2024-03-12,2024-03-08,0,0,1,0,0,1,1,,0.0,1,4.0,1.0,,,,,,,,,25Z,1,0,1,0,2024-03-08,2024-03-12,4
1188774,R,OTV,OTV,NER,ACC,,,,,,34,A,2024-05-07,2024-03-11,2024-03-08,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,34A,2,0,1,1,2024-02-01,2024-03-11,39
1192448,R,BRO,BRO,NER,REJ,SIG,CPG,RSR,,,20,C,,2024-03-08,2024-03-07,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20C,1,1,0,0,2024-03-07,2024-03-08,1
1192435,F,OTV,OTV,OTV,CLD,DNY,,,,,21,A,2024-03-27,2024-03-12,2024-03-07,0,0,1,0,0,1,1,,0.0,1,5.0,1.0,,,,,,,,,21A,1,0,1,0,2024-03-07,2024-03-12,5
1192464,F,OTV,OTV,OTV,CLD,DNY,,,,,25,Z,2024-03-27,2024-03-12,2024-03-07,0,0,1,0,0,1,1,,0.0,1,5.0,1.0,,,,,,,,,25Z,1,0,1,0,2024-03-07,2024-03-12,5
1192465,F,OTV,OTV,OTV,CLD,DNY,,,,,25,Z,2024-03-27,2024-03-12,2024-03-07,0,0,1,0,0,1,1,,0.0,1,5.0,1.0,,,,,,,,,25Z,1,0,1,0,2024-03-07,2024-03-12,5
1193280,R,CNK,CNK,DSC,REJ,WRL,RSA,,,,10,Z,,2024-03-18,2024-03-07,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,1.0,0.0,10Z,1,1,0,0,2024-03-07,2024-03-18,11
1192303,R,CNK,LEW,NER,CLD,DNY,,,,,20,E,2024-05-05,2024-05-03,2024-03-06,0,0,1,0,0,1,1,0.0,1.0,1,58.0,1.0,0.0,,,,,,,,20E,1,0,1,0,2024-03-06,2024-05-03,58
1192248,F,BRO,BRO,BRO,CLO,WDN,,,,,24,G,2024-03-26,2024-03-13,2024-03-06,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,24G,1,0,1,0,2024-03-06,2024-03-13,7
1192252,F,BRO,BRO,BRO,CLO,WDN,,,,,24,G,2024-03-26,2024-03-13,2024-03-06,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,24G,1,0,1,0,2024-03-06,2024-03-13,7
1192251,F,BRO,BRO,BRO,CLO,WDN,,,,,24,G,2024-03-26,2024-03-13,2024-03-06,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,24G,1,0,1,0,2024-03-06,2024-03-13,7
1192250,F,BRO,BRO,BRO,CLO,WDN,,,,,24,G,2024-03-26,2024-03-13,2024-03-06,0,0,0,0,1,1,1,,0.0,1,7.0,1.0,,,,,,,,,24G,1,0,1,0,2024-03-06,2024-03-13,7
1192078,F,BRO,BRO,BRO,ACC,,,,,,20,C,2024-03-25,2024-03-05,2024-03-05,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,20C,1,0,0,1,2024-03-05,2024-03-05,0
1192044,F,BRO,BRO,BRO,REJ,MSI,,,,,34,Z,,2024-03-05,2024-03-05,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34Z,1,1,0,0,2024-03-05,2024-03-05,0
1192071,F,BRO,BRO,BRO,REJ,OTH,,,,,13,Z,,2024-03-05,2024-03-05,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,13Z,1,1,0,0,2024-03-05,2024-03-05,0
1192204,R,OTV,OTV,NER,CLD,DNY,,,,,20,D,2024-05-04,2024-05-03,2024-03-05,0,0,1,0,0,1,1,0.0,0.0,1,59.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-03-05,2024-05-03,59
1192213,R,CNK,BRO,NER,ACC,,,,,,20,E,2024-05-04,2024-03-06,2024-03-05,1,0,0,0,0,1,1,0.0,1.0,0,,,,1.0,,,,,,,20E,1,0,0,1,2024-03-05,2024-03-06,1
1192062,F,BRO,BRO,BRO,ACC,,,,,,33,G,2024-03-25,2024-03-05,2024-03-05,1,0,0,0,0,1,1,,0.0,0,,,,1.0,,,,,,,33G,1,0,0,1,2024-03-05,2024-03-05,0
1191983,R,OTV,OTV,NER,REJ,INS,,,,,21,A,,2024-03-05,2024-03-04,0,1,0,0,0,1,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21A,1,1,0,0,2024-03-04,2024-03-05,1
1192048,R,BRO,BRO,NER,REJ,ONE,CPG,RSR,,,20,D,,2024-03-05,2024-03-04,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-03-04,2024-03-05,1
1192008,R,CNK,CNK,NER,CLD,DNY,,,,,20,E,2024-05-03,2024-05-03,2024-03-04,0,0,1,0,0,1,1,0.0,0.0,1,60.0,1.0,0.0,,,,,,,,20E,1,0,1,0,2024-03-04,2024-05-03,60
1192030,R,RBK,RBK,NER,ACC,,,,,,20,D,2024-05-03,2024-03-05,2024-03-04,1,0,0,0,0,1,1,0.0,0.0,0,,,,1.0,,,,,,,20D,1,0,0,1,2024-03-04,2024-03-05,1
1192056,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2024-05-03,2024-05-03,2024-03-04,0,0,1,0,0,1,1,0.0,0.0,1,60.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-03-04,2024-05-03,60
1191859,R,BRO,BRO,NER,REJ,FRM,RSR,,,,20,D,,2024-03-01,2024-03-01,0,1,0,0,0,1,0,,,0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,20D,1,1,0,0,2024-03-01,2024-03-01,0
1191834,R,OTV,OTV,NER,CLD,DNY,,,,,20,D,2024-04-29,2024-04-29,2024-02-29,0,0,1,0,0,1,1,0.0,0.0,1,60.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-02-29,2024-04-29,60
1191836,R,RBK,RBK,NER,CLD,DNY,,,,,20,D,2024-04-29,2024-04-29,2024-02-29,0,0,1,0,0,1,1,0.0,0.0,1,60.0,1.0,0.0,,,,,,,,20D,1,0,1,0,2024-02-29,2024-04-29,60
